Row,Entity,Position X,Position Y,id,length(M),width(M),"type(B=3,D=1,T=2)",parking_type,parking_side
C-145-03,Bridge,342453.9587,3311650.357,9,0.82,0.6,3,,
C-145-03,Tracker,342451.9997,3311619.939,10,30,3.92,2,,
C-146-01,Tracker,342462.7997,3312271.144,0,45,3.92,2,,
C-146-01,Bridge,342464.7587,3312270.804,1,0.82,0.6,3,,
C-146-01,Tracker,342462.7997,3312225.386,2,45,3.92,2,,
C-146-01,Bridge,342464.7587,3312225.046,3,0.82,0.6,3,,
C-146-01,Tracker,342462.7997,3312179.628,4,45,3.92,2,,
C-146-01,Dock,342462.7464,3312179.203,5,1.05,0.9,0,Central,South
C-146-01,Tracker,342462.7997,3312133.67,6,45,3.92,2,,
C-146-01,Bridge,342464.7587,3312133.33,7,0.82,0.6,3,,
C-146-01,Tracker,342462.7997,3312087.912,8,45,3.92,2,,
,Gap,342464.7587,3312087.572,0,0.82,-1,0,,
C-146-02,Tracker,342462.7997,3312042.154,0,45,3.92,2,,
C-146-02,Bridge,342464.7587,3312041.814,1,0.82,0.6,3,,
C-146-02,Tracker,342462.7997,3311996.396,2,45,3.92,2,,
C-146-02,Dock,342462.7997,3311995.971,3,1.05,0.9,0,Central,South
C-146-02,Tracker,342462.7997,3311950.438,4,45,3.92,2,,
C-146-02,Bridge,342464.7587,3311950.098,5,0.82,0.6,3,,
C-146-02,Tracker,342462.7997,3311904.68,6,45,3.92,2,,
C-146-02,Bridge,342464.7587,3311904.34,7,0.82,0.6,3,,
C-146-02,Tracker,342462.7997,3311858.922,8,45,3.92,2,,
,Gap,342464.7587,3311858.582,0,0.82,-1,0,,
C-146-03,Tracker,342462.7997,3311813.164,0,45,3.92,2,,
C-146-03,Dock,342462.7997,3311812.739,1,1.05,0.9,0,Central,South
C-146-03,Tracker,342462.7997,3311767.206,2,45,3.92,2,,
C-146-03,Bridge,342464.7587,3311766.866,3,0.82,0.6,3,,
C-146-03,Tracker,342462.7997,3311721.448,4,45,3.92,2,,
